observed_at_utc,year,season,wind_speed_ms,wind_direction_deg_true,line_azimuth_deg,wind_perpendicular_ms,air_temperature_c,global_solar_radiation_wm2,convective_heat_loss_wm,radiative_heat_loss_wm,solar_heat_gain_wm,net_heat_loss_wm,rating_multiplier
2024-12-13 00:00:00+00:00,2024,winter,1.029,170.0,22.33,0.5503039049539723,3.2,0.0,103.2110635638751,22.567971571093167,0.0,125.77903513496827,1.1163669307391406
2024-12-13 01:00:00+00:00,2024,winter,1.543,100.0,22.33,1.5074090047060378,3.6,0.0,164.14773968954154,22.481765309311722,0.0,186.62950499885326,1.3598562006302115
2024-12-13 02:00:00+00:00,2024,winter,1.543,120.0,22.33,1.52919511672016,3.7,0.0,165.0175908725085,22.460155254046388,0.0,187.47774612655488,1.362943006929445
2024-12-13 03:00:00+00:00,2024,winter,1.029,50.0,22.33,0.47784536434712205,3.7,0.0,95.96623301714212,22.460155254046388,0.0,118.4263882711885,1.0832459551675737
2024-12-13 04:00:00+00:00,2024,winter,2.058,60.0,22.33,1.257669880426625,4.1,0.0,149.8046516059484,22.3734805660179,0.0,172.1781321719663,1.306146316192198
2024-12-13 05:00:00+00:00,2024,winter,2.572,90.0,22.33,2.379128057404259,3.9,0.0,203.4486525058352,22.41686483729278,0.0,225.865517343128,1.4959869331126099
2024-12-13 06:00:00+00:00,2024,winter,2.572,110.0,22.33,2.5698735866301416,3.9,0.0,213.3801783998049,22.41686483729278,0.0,235.79704323709768,1.5285231170708047
2024-12-13 07:00:00+00:00,2024,winter,2.572,110.0,22.33,2.5698735866301416,3.9,0.0,213.3801783998049,22.41686483729278,0.0,235.79704323709768,1.5285231170708047
2024-12-13 08:00:00+00:00,2024,winter,1.543,100.0,22.33,1.5074090047060378,4.0,0.0,163.22814450920797,22.395184441940355,0.0,185.62332895114832,1.3561855487305428
2024-12-13 09:00:00+00:00,2024,winter,1.543,110.0,22.33,1.5417243173290467,3.9,1.0,165.18162470875473,22.41686483729278,0.0143,187.58418954604753,1.3633298681189352
2024-12-13 10:00:00+00:00,2024,winter,1.029,110.0,22.33,1.0281492693010947,4.4,46.0,135.8012842105314,22.308227885326158,0.6578,157.45171209585754,1.249040520014637
2024-12-13 11:00:00+00:00,2024,winter,1.029,60.0,22.33,0.6288349402133125,5.0,45.0,107.07722949378802,22.177086258732125,0.6435,128.61081575252015,1.1288638878011106
2024-12-13 12:00:00+00:00,2024,winter,1.543,50.0,22.33,0.7165358573251791,5.5,151.01,112.98132907563696,22.067151341600617,2.159443,132.88903741723757,1.147486042314874
2024-12-13 13:00:00+00:00,2024,winter,0.514,10.0,22.33,0.10976055557499612,5.9,111.0,46.860511164272985,21.97877627232493,1.5873,67.25198743659791,0.8163105237383101
2024-12-13 14:00:00+00:00,2024,winter,1.029,200.0,22.33,0.041833957924452464,5.9,84.0,44.87030766834131,21.97877627232493,1.2012,65.64788394066625,0.8065163940548712
2024-12-13 15:00:00+00:00,2024,winter,0.514,340.0,22.33,0.34612744126277,5.7,17.0,80.25982815387525,22.02301134597912,0.2431,102.03973949985436,1.0055125706699068
2024-12-13 16:00:00+00:00,2024,winter,1.029,50.0,22.33,0.47784536434712205,5.6,0.0,93.40892806998126,22.045093220020593,0.0,115.45402129000185,1.0695654507666736
2024-12-13 17:00:00+00:00,2024,winter,1.543,110.0,22.33,1.5417243173290467,6.2,0.0,159.83819662394268,21.912245092054423,0.0,181.7504417159971,1.3419630911032587
2024-12-13 18:00:00+00:00,2024,winter,3.087,320.0,22.33,2.7339610951781474,6.3,0.0,214.21673819046057,21.89002034508136,0.0,236.10675853554193,1.5295266318645857
2024-12-13 19:00:00+00:00,2024,winter,1.029,300.0,22.33,1.0197937622197308,5.6,0.0,132.9863989364123,22.045093220020593,0.0,155.03149215643288,1.2394037257462116
2024-12-13 20:00:00+00:00,2024,winter,4.116,310.0,22.33,3.921809350855454,6.8,0.0,265.77738430274997,21.77853818977298,0.0,287.55592249252294,1.6879671567071144
2024-12-13 21:00:00+00:00,2024,winter,4.63,290.0,22.33,4.626172125232331,6.5,0.0,295.6355395699177,21.845499218328904,0.0,317.48103878824656,1.7736247076018978
2024-12-13 22:00:00+00:00,2024,winter,5.659,300.0,22.33,5.608370165599084,6.4,0.0,333.4756924662056,21.867771726202193,0.0,355.3434641924078,1.8764068069746878
2024-12-13 23:00:00+00:00,2024,winter,4.63,300.0,22.33,4.588576403379353,6.5,0.0,294.1484474181723,21.845499218328904,0.0,315.99394663650116,1.7694659722743642
2024-12-14 00:00:00+00:00,2024,winter,6.173,300.0,22.33,6.117771520099513,6.5,0.0,351.3696185278969,21.845499218328904,0.0,373.21511774622576,1.9230140063609373
2024-12-14 01:00:00+00:00,2024,winter,5.659,290.0,22.33,5.654321394533426,6.6,0.0,334.18445926271147,21.82320280436743,0.0,356.0076620670789,1.8781596513249583
2024-12-14 02:00:00+00:00,2024,winter,6.173,300.0,22.33,6.117771520099513,6.6,0.0,350.856670179681,21.82320280436743,0.0,372.6798729840484,1.921634570713979
2024-12-14 03:00:00+00:00,2024,winter,6.173,300.0,22.33,6.117771520099513,6.6,0.0,350.856670179681,21.82320280436743,0.0,372.6798729840484,1.921634570713979
